id_pedido,cliente_id,nome_cliente,email,produto,categoria,quantidade,preco_unitario,desconto,data_pedido,estado,status,avaliacao
PED-0182,CLI-2556,Ana Silva,ana.silva02@gmail.com,SSD 1TB,Eletronicos,2,4075.23,0.14,17/11/2023,MG,pendente,5
PED-0183,CLI-7909,Carla Mendes,carla.mendes15@gmail.com,iPhone 14,Acessorios,6,955.2,0.17,30-01-2024,MG,Entregue,6
PED-0184,CLI-2850,BRUNO COSTA,bruno.costa06gmail.com,Samsung TV 55,TV e Video,7,3906.86,0.39,14/05/2023,SP,cancelado,
PED-0185,,Carla Mendes,carla.mendes65@gmail.com,Monitor LG 24,TV e Video,10,521.45,0.3,2024-01-30,MG,Entregue,
PED-0186,CLI-8341,BRUNO COSTA,bruno.costa58@gmail.com,Mouse Logitech,Eletronicos,9,1152.4,0.04,15/04/2024,Rio,entregue,0
PED-0187,CLI-6584,Ana Silva,ana.silva29@gmail.com,Monitor LG 24,Eletronicos,2,3969.33,0.29,31-07-2023,S P,devolvido,6
PED-0188,CLI-1750,BRUNO COSTA,bruno.costa18@gmail.com,iPhone 14,Eletronicos,4,60.87,0.1,18/06/2024,GO,Entregue,2
PED-0189,CLI-3018,BRUNO COSTA,bruno.costa59@gmail.com,Webcam Logitech,Informatica,8,4131.54,0.0,17-02-2023,MG,devolvido,0
PED-0190,CLI-2696, Diego Souza,diego.souza78@gmail.com,Webcam Logitech,TV e Video,8,4625.64,0.39,27-06-2023,GO,Pendente,4
PED-0191,CLI-9975,Carla  Mendes,carla..mendes81@gmail.com,Mouse Logitech,Mobile,6,4853.93,0.27,08/06/2024,Rio,Cancelado,3
PED-0192,CLI-7839,Carla  Mendes,carla..mendes37@gmail.com,Samsung TV 55,TV e Video,9,3486.84,0.01,06-05-2024,SP,Entregue,1
PED-0193,CLI-1529,BRUNO COSTA,bruno.costa14@gmail.com,Fone JBL,Acessorios,3,4918.49,0.3,2023-10-30,rj,cancelado,4
PED-0194,CLI-5117,BRUNO COSTA,bruno.costa29@gmail.com,Monitor LG 24,Acessorios,1,4636.1,0.3,17-11-2023,Sao Paulo,pendente,4
PED-0195,CLI-8020,Elisa Ferreira,elisa.ferreira17@gmail.com,Fone JBL,Acessorios,8,928.26,0.19,2024-06-10,SP,pendente,1
PED-0196,CLI-2194,Fabio Lima,fabio.lima68@gmail.com,Samsung TV 55,Acessorios,10,301.73,0.17,17-05-2024,RJ,ENTREGUE,2
PED-0197,CLI-1144,Fabio Lima,fabio.lima58@gmail.com,Teclado Mecanico,Informatica,4,3333.51,0.38,27/06/2024,S P,cancelado,
PED-0198,CLI-8300,Elisa Ferreira,elisa.ferreira84@gmail.com,Webcam Logitech,Eletronicos,7,-1320.12,0.39,19-01-2024,RJ,ENTREGUE,0
PED-0199,CLI-8130,Bruno Costa,,Notebook Dell,Eletronicos,4,3368.16,0.02,2023-04-17,Rio,pendente,3
PED-0200,CLI-7381,Carla  Mendes,carla..mendes01@gmail.com,Mouse Logitech,TV e Video,2,2896.06,0.28,19/02/2024,Rio,entregue,0
PED-0201,CLI-4602,ana silva,ana.silva70@gmail.com,iPhone 14,Acessorios,5,3052.5,2.81,01/02/2023,PR,pendente,3
PED-0202,CLI-6633,Carla  Mendes,carla..mendes19@gmail.com,iPhone 14,Eletronicos,1,2884.96,0.05,04-08-2023,PR,cancelado,1
PED-0203,CLI-4842, Diego Souza,diego.souza09@gmail.com,Monitor LG 24,Mobile,9,412.07,0.25,13/05/2024,sp,pendente,3
PED-0204,CLI-8145,Fabio Lima,fabio.lima18@gmail.com,Tablet Samsung,TV e Video,6,4048.11,0.18,15-08-2023,sp,devolvido,6
PED-0205,CLI-2252,Ana Silva,ana.silva65@gmail.com,Monitor LG 24,Eletronicos,3,3245.48,0.31,21/07/2023,S P,Pendente,1
PED-0206,CLI-5767,Carla  Mendes,carla..mendes66@gmail.com,Monitor LG 24,Acessorios,9,4475.23,0.34,2024-02-06,SP,cancelado,3
PED-0207,,BRUNO COSTA,bruno.costa30gmail.com,Monitor LG 24,Informatica,8,838.15,0.21,30-05-2023,SP,cancelado,N/A
PED-0208,CLI-9918,ana silva,ana.silva84@gmail.com,SSD 1TB,Mobile,1,247.53,0.15,08-10-2023,RJ,Cancelado,0
PED-0209,CLI-2263,Elisa Ferreira,elisa.ferreira28@gmail.com,Webcam Logitech,Acessorios,6,2459.96,0.26,23/05/2023,S P,Entregue,
PED-0210,CLI-3639,Carla  Mendes,carla..mendes06@gmail.com,iPhone 14,Mobile,8,2421.15,0.37,2023-09-07,MG,Cancelado,N/A
PED-0211,CLI-8723,Carla Mendes,carla.mendes29@gmail.com,Tablet Samsung,TV e Video,1,4398.62,0.25,10/08/2023,S P,ENTREGUE,3
PED-0212,CLI-9263,Carla Mendes,carla.mendes78@gmail.com,Teclado Mecanico,Mobile,10,2973.45,0.35,27-07-2023,S P,entregue,2
PED-0213,CLI-1711,ana silva,ana.silva30@gmail.com,iPhone 14,Mobile,3,-4514.82,0.24,17-03-2024,GO,pendente,2
PED-0214,CLI-1116,Bruno Costa,bruno.costa67gmail.com,Webcam Logitech,Informatica,5,2411.85,0.16,23/02/2024,Rio,pendente,N/A
PED-0215,CLI-8904,Carla  Mendes,carla..mendes72@gmail.com,Tablet Samsung,Acessorios,5,4282.14,0.31,2024-02-11,S P,pendente,3
PED-0216,CLI-1852,Ana Silva,ana.silva12@gmail.com,iPhone 14,Informatica,8,3926.39,0.04,13-12-2023,S P,Pendente,
PED-0217,CLI-1941,Carla Mendes,,iPhone 14,TV e Video,1,3636.25,0.08,21-10-2023,Sao Paulo,Cancelado,0
PED-0218,CLI-5520,Fabio Lima,fabio.lima86@gmail.com,Monitor LG 24,Informatica,10,,0.29,2023-01-01,rj,entregue,2
PED-0219,CLI-1076,ana silva,ana.silva65@gmail.com,Monitor LG 24,Acessorios,9,4579.29,0.38,19/07/2023,PR,pendente,5
PED-0220,CLI-1448,Elisa Ferreira,elisa.ferreira09@gmail.com,Monitor LG 24,TV e Video,5,3486.25,0.32,14/12/2023,BA,cancelado,
PED-0221,CLI-3924,Fabio Lima,fabio.lima28@gmail.com,Monitor LG 24,TV e Video,1,3519.05,0.2,2023-12-17,Rio,cancelado,4
PED-0222,CLI-9071,Carla  Mendes,carla..mendes06@gmail.com,Mouse Logitech,Informatica,4,1053.69,0.36,2023-04-20,RS,devolvido,5
PED-0223,CLI-1533,ana silva,ana.silva88@gmail.com,SSD 1TB,Informatica,,1437.32,2.51,09/03/2024,RJ,devolvido,N/A
PED-0224,CLI-6621,BRUNO COSTA,bruno.costa55@gmail.com,Tablet Samsung,Eletronicos,6,1839.93,0.34,03/10/2023,RS,pendente,3
PED-0225,CLI-3450,Ana Silva,ana.silva23@gmail.com,Tablet Samsung,Informatica,10,3445.76,0.31,18/03/2024,Sao Paulo,pendente,0
PED-0226,CLI-5256,Carla  Mendes,carla..mendes72@gmail.com,Tablet Samsung,Eletronicos,7,539.93,0.05,09/04/2023,SP,Pendente,4
PED-0227,CLI-2284,Elisa Ferreira,elisa.ferreira60@gmail.com,Tablet Samsung,TV e Video,9,913.97,0.17,14-05-2024,MG,pendente,N/A
PED-0228,CLI-6950,Carla  Mendes,carla..mendes58@gmail.com,iPhone 14,Eletronicos,3,1750.95,0.29,09/02/2024,SP,ENTREGUE,2
PED-0229,CLI-9584,Bruno Costa,bruno.costa14@gmail.com,Fone JBL,Informatica,7,,0.12,2023-02-25,Sao Paulo,Pendente,5
PED-0230,CLI-9856,Carla  Mendes,carla..mendes57@gmail.com,SSD 1TB,Informatica,3,-2657.37,0.24,30/11/2023,rj,ENTREGUE,N/A
PED-0231,CLI-3551,Ana Silva,ana.silva67@gmail.com,Monitor LG 24,TV e Video,5,4549.17,2.88,12/11/2023,RS,Cancelado,6
PED-0232,CLI-8161,Carla Mendes,carla.mendes92@gmail.com,Mouse Logitech,Eletronicos,7,3999.93,0.11,13/07/2023,GO,cancelado,4
PED-0233,CLI-2808, Diego Souza,diego.souza58@gmail.com,Monitor LG 24,TV e Video,5,1459.15,2.3,2023-03-12,BA,pendente,3
PED-0234,CLI-7885,BRUNO COSTA,bruno.costa48@gmail.com,iPhone 14,Acessorios,5,-668.94,0.34,16/01/2023,RS,Entregue,1
PED-0235,CLI-5078,BRUNO COSTA,,Mouse Logitech,Mobile,2,2738.8,0.21,2024-01-26,sp,Entregue,6
PED-0236,CLI-5895,Ana Silva,ana.silva86@gmail.com,Webcam Logitech,Acessorios,6,835.13,0.13,06/05/2023,Sao Paulo,Pendente,5
PED-0237,CLI-7084,Diego Souza,diego.souza21@gmail.com,Tablet Samsung,Eletronicos,,,0.02,01-05-2024,RS,entregue,0
PED-0238,CLI-7189,Carla Mendes,carla.mendes33@gmail.com,iPhone 14,Informatica,8,1201.74,0.22,25-03-2024,sp,Cancelado,3
PED-0239,CLI-8362,Elisa Ferreira,,Monitor LG 24,Acessorios,6,3675.39,0.29,2023-06-14,Sao Paulo,Pendente,
PED-0240,CLI-3525,Fabio Lima,fabio.lima53@gmail.com,Tablet Samsung,Informatica,6,3618.97,0.02,20-06-2024,rj,Entregue,3
PED-0241,,Diego Souza,,Notebook Dell,Informatica,2,2452.58,0.37,16-05-2024,BA,devolvido,6
PED-0242,CLI-1666,Elisa Ferreira,elisa.ferreira10@gmail.com,Notebook Dell,Acessorios,9,3730.21,0.29,01-03-2023,RJ,Entregue,4
PED-0243,CLI-8515,ana silva,ana.silva14@gmail.com,Fone JBL,TV e Video,4,2871.64,0.26,19-04-2023,GO,pendente,6
PED-0244,CLI-4943,Diego Souza,diego.souza49@gmail.com,Teclado Mecanico,Acessorios,9,4957.74,0.38,16-03-2024,PR,pendente,N/A
PED-0245,,Elisa Ferreira,elisa.ferreira71@gmail.com,Notebook Dell,Eletronicos,5,2999.03,0.04,2023-11-04,S P,ENTREGUE,3
PED-0246,CLI-2264,BRUNO COSTA,bruno.costa23@gmail.com,Samsung TV 55,Acessorios,6,4453.65,0.24,14-02-2024,Rio,Entregue,N/A
PED-0247,CLI-1187,ana silva,,iPhone 14,Eletronicos,6,1772.25,0.13,21-08-2023,rj,ENTREGUE,3
PED-0248,CLI-2352,Ana Silva,ana.silva71@gmail.com,Notebook Dell,Mobile,8,3776.56,0.31,2024-02-08,rj,Pendente,3
PED-0249,CLI-5362,Fabio Lima,fabio.lima88@gmail.com,SSD 1TB,TV e Video,4,2464.91,0.17,2024-06-20,Sao Paulo,Pendente,
PED-0250,CLI-1735,Diego Souza,diego.souza26@gmail.com,Teclado Mecanico,TV e Video,1,3859.92,0.04,28-03-2024,Rio,Entregue,3
PED-0251,CLI-4339,Elisa Ferreira,elisa.ferreira71@gmail.com,Mouse Logitech,Eletronicos,,3484.29,0.15,03-08-2023,MG,entregue,0
PED-0252,CLI-2091,Elisa Ferreira,elisa.ferreira85@gmail.com,Notebook Dell,Acessorios,3,347.54,0.12,21-04-2024,RJ,entregue,N/A
PED-0253,CLI-9202,Carla  Mendes,carla..mendes92gmail.com,Fone JBL,Mobile,9,4884.23,0.13,2024-06-28,rj,Cancelado,3
PED-0254,CLI-7343,Ana Silva,ana.silva72@gmail.com,Notebook Dell,Acessorios,6,1809.12,0.26,2023-10-10,RS,Pendente,N/A
PED-0255,CLI-4387, Diego Souza,diego.souza70@gmail.com,Monitor LG 24,TV e Video,4,2115.8,0.28,04/12/2023,MG,Cancelado,3
PED-0256,CLI-3384,Fabio Lima,fabio.lima53@gmail.com,Webcam Logitech,Informatica,10,4589.7,0.06,2023-05-02,Rio,Cancelado,3
PED-0257,CLI-2302,BRUNO COSTA,bruno.costa18@gmail.com,Samsung TV 55,Eletronicos,10,3103.89,0.07,N/A,Rio,pendente,6
PED-0258,CLI-4323,Bruno Costa,bruno.costa23@gmail.com,Samsung TV 55,Informatica,4,1170.05,0.28,2024-02-27,S P,devolvido,4
PED-0259,CLI-1630,BRUNO COSTA,,Webcam Logitech,Mobile,1,3059.25,2.08,21-06-2024,BA,Pendente,1
PED-0260,CLI-1893,Carla Mendes,carla.mendes60@gmail.com,Fone JBL,Acessorios,8,2020.3,0.07,08/03/2024,Rio,Entregue,0
PED-0261,CLI-6309,Carla Mendes,carla.mendes92@gmail.com,Samsung TV 55,Mobile,7,,0.25,26/07/2023,Rio,devolvido,N/A
PED-0262,CLI-3930,Ana Silva,ana.silva54@gmail.com,Monitor LG 24,TV e Video,3,1924.46,0.25,2023-06-03,sp,Cancelado,3
PED-0263,CLI-9084, Diego Souza,diego.souza85@gmail.com,Fone JBL,Eletronicos,10,,0.1,25-05-2024,RJ,entregue,0
PED-0264,CLI-1803,Carla Mendes,carla.mendes21@gmail.com,Fone JBL,Eletronicos,3,-783.87,0.39,02/11/2023,Rio,ENTREGUE,
PED-0265,CLI-2999,Elisa Ferreira,elisa.ferreira43@gmail.com,Notebook Dell,Eletronicos,5,1647.97,0.24,08/03/2023,Rio,cancelado,0
PED-0266,CLI-6797, Diego Souza,diego.souza73@gmail.com,iPhone 14,Mobile,10,4672.76,0.32,21/11/2023,sp,devolvido,4
PED-0267,,Fabio Lima,fabio.lima72@gmail.com,Mouse Logitech,Informatica,1,635.13,0.28,01-08-2023,Sao Paulo,cancelado,2
PED-0268,CLI-1477,Diego Souza,diego.souza43@gmail.com,Mouse Logitech,Acessorios,9,2772.47,0.32,10-02-2024,sp,devolvido,6
PED-0269,CLI-6169,Ana Silva,ana.silva27@gmail.com,Samsung TV 55,Mobile,9,4484.85,0.39,27-02-2023,RS,Entregue,1
PED-0270,CLI-1518,Bruno Costa,bruno.costa64@gmail.com,Teclado Mecanico,Mobile,9,4219.91,0.21,12-11-2023,PR,cancelado,
PED-0271,CLI-8921,Carla  Mendes,carla..mendes40@gmail.com,Notebook Dell,Informatica,2,,2.08,2024-05-27,RJ,ENTREGUE,0
PED-0272,,Elisa Ferreira,elisa.ferreira82@gmail.com,iPhone 14,Eletronicos,5,4665.07,0.11,2024-04-23,BA,Cancelado,6
PED-0273,CLI-6218,Elisa Ferreira,elisa.ferreira74@gmail.com,iPhone 14,Acessorios,3,829.61,0.22,2023-04-15,S P,pendente,1
PED-0274,CLI-6444,Carla  Mendes,carla..mendes11@gmail.com,SSD 1TB,Eletronicos,2,1948.82,0.04,01-04-2024,sp,ENTREGUE,6
PED-0275,CLI-5227,ana silva,ana.silva24@gmail.com,iPhone 14,Mobile,5,3438.17,0.2,2023-08-18,RS,devolvido,2
PED-0276,CLI-2752,Bruno Costa,bruno.costa39@gmail.com,Teclado Mecanico,Mobile,8,4236.54,0.25,2024-06-04,GO,cancelado,6
PED-0277,CLI-3835,Bruno Costa,bruno.costa95@gmail.com,Webcam Logitech,Eletronicos,6,1080.78,0.24,17-12-2023,sp,Entregue,0
PED-0278,CLI-2007,Carla Mendes,carla.mendes75@gmail.com,iPhone 14,Mobile,3,1574.78,0.26,24/01/2024,SP,ENTREGUE,5
PED-0279,CLI-6640, Diego Souza,diego.souza02@gmail.com,Webcam Logitech,TV e Video,10,2263.44,0.02,08/11/2023,MG,Cancelado,1
PED-0280,CLI-7271,ana silva,ana.silva70@gmail.com,Notebook Dell,TV e Video,6,-593.01,0.22,08-02-2024,MG,cancelado,
PED-0281,CLI-8974,Carla Mendes,carla.mendes11@gmail.com,Webcam Logitech,Informatica,5,4987.41,0.25,2023-01-17,sp,Pendente,N/A
PED-0282,CLI-7731, Diego Souza,,Monitor LG 24,Mobile,7,1808.77,0.05,31-08-2023,sp,pendente,2
PED-0283,CLI-2279,Carla  Mendes,carla..mendes75@gmail.com,Samsung TV 55,TV e Video,5,2351.43,0.19,28-04-2024,RS,entregue,6
PED-0284,CLI-5267,BRUNO COSTA,bruno.costa75@gmail.com,Tablet Samsung,Acessorios,7,1796.93,0.11,08-11-2023,PR,entregue,0
PED-0285,CLI-3476,Fabio Lima,fabio.lima23@gmail.com,iPhone 14,Acessorios,,706.07,0.32,25-04-2023,sp,ENTREGUE,
PED-0286,CLI-3740,Fabio Lima,fabio.lima07@gmail.com,iPhone 14,Informatica,10,4673.01,0.07,2024-01-28,RJ,entregue,5
PED-0287,CLI-8353,Fabio Lima,,SSD 1TB,TV e Video,4,1930.01,0.38,2024-03-21,rj,pendente,5
PED-0288,CLI-4193,Carla Mendes,carla.mendes41@gmail.com,Teclado Mecanico,Acessorios,5,4021.47,0.16,05-09-2023,RJ,entregue,6
PED-0289,CLI-4552,Bruno Costa,bruno.costa91@gmail.com,Teclado Mecanico,Informatica,5,,0.15,28-02-2023,S P,ENTREGUE,3
PED-0290,CLI-6298,Bruno Costa,bruno.costa36@gmail.com,iPhone 14,Informatica,5,1508.11,0.1,11/10/2023,RS,entregue,3
PED-0291,CLI-8065,Bruno Costa,bruno.costa57@gmail.com,SSD 1TB,Eletronicos,8,4898.14,0.23,2023-04-22,RJ,Entregue,6
PED-0292,CLI-6403, Diego Souza,diego.souza01@gmail.com,Notebook Dell,Mobile,,,0.17,04/02/2024,sp,devolvido,2
PED-0293,CLI-7563,Bruno Costa,bruno.costa47@gmail.com,Monitor LG 24,Informatica,1,1952.9,0.3,03/01/2024,RJ,devolvido,4
PED-0294,CLI-8970,BRUNO COSTA,,Samsung TV 55,TV e Video,1,4839.19,0.2,20-04-2023,SP,cancelado,0
PED-0295,CLI-1701,Diego Souza,diego.souza84@gmail.com,Mouse Logitech,Mobile,,4826.52,0.3,2023-12-14,Sao Paulo,ENTREGUE,2
PED-0296,CLI-1818,Bruno Costa,bruno.costa59@gmail.com,Notebook Dell,Informatica,,3286.47,0.05,2023-05-14,RJ,Entregue,4
PED-0297,CLI-3250,Diego Souza,diego.souza98gmail.com,iPhone 14,Informatica,7,1719.85,0.11,04-05-2023,RJ,Entregue,3
PED-0298,CLI-8978,Ana Silva,ana.silva23@gmail.com,Teclado Mecanico,TV e Video,3,2221.37,0.17,N/A,S P,Cancelado,6
PED-0299,CLI-9190,Bruno Costa,bruno.costa81@gmail.com,Samsung TV 55,Informatica,3,3217.14,0.22,08-02-2023,GO,entregue,0
PED-0300,CLI-2846,BRUNO COSTA,bruno.costa64@gmail.com,iPhone 14,TV e Video,6,4320.52,0.26,02/08/2023,SP,entregue,N/A
PED-0301,CLI-8947,Bruno Costa,bruno.costa31@gmail.com,Mouse Logitech,Acessorios,10,4035.51,0.08,2023-06-30,RS,Pendente,
PED-0302,CLI-8936,ana silva,ana.silva19@gmail.com,Fone JBL,Eletronicos,6,1177.52,0.15,2023-08-14,MG,Pendente,4
PED-0303,CLI-8627,Carla Mendes,carla.mendes98@gmail.com,Teclado Mecanico,Acessorios,4,,0.32,2023-10-15,S P,ENTREGUE,3
PED-0304,CLI-8014,Diego Souza,diego.souza32@gmail.com,Tablet Samsung,TV e Video,4,478.05,0.37,29/04/2024,S P,ENTREGUE,N/A
PED-0305,CLI-2361,Ana Silva,ana.silva89@gmail.com,Notebook Dell,Eletronicos,8,3680.71,0.12,11/04/2023,MG,pendente,2
PED-0306,CLI-7641,Fabio Lima,fabio.lima81@gmail.com,Notebook Dell,Mobile,5,850.92,0.15,10/04/2024,Sao Paulo,Entregue,0
PED-0307,CLI-6500,Ana Silva,ana.silva66@gmail.com,Notebook Dell,Acessorios,7,3776.8,0.15,01-08-2023,SP,Entregue,1
PED-0308,CLI-2860, Diego Souza,diego.souza90@gmail.com,Teclado Mecanico,Acessorios,3,3258.45,0.14,22/05/2023,BA,pendente,N/A
PED-0309,CLI-9730,BRUNO COSTA,bruno.costa80@gmail.com,Mouse Logitech,Eletronicos,2,1895.43,0.08,26-04-2024,Rio,Entregue,2
PED-0310,CLI-4346,Ana Silva,ana.silva38@gmail.com,iPhone 14,Mobile,3,1477.44,0.14,01/06/2023,MG,devolvido,1
PED-0311,CLI-6346,Carla  Mendes,carla..mendes71@gmail.com,Mouse Logitech,Informatica,2,159.08,0.07,10/12/2023,MG,Cancelado,6
PED-0312,CLI-3986,Carla Mendes,,Teclado Mecanico,Acessorios,1,784.27,0.18,14-06-2023,RS,ENTREGUE,4
PED-0313,CLI-1408,BRUNO COSTA,bruno.costa99@gmail.com,Monitor LG 24,Eletronicos,6,4891.21,0.0,30/06/2024,RS,ENTREGUE,0
PED-0314,CLI-8243,Bruno Costa,,Teclado Mecanico,Acessorios,8,4485.09,0.12,31-05-2023,Sao Paulo,Entregue,4
PED-0315,CLI-9821,Bruno Costa,bruno.costa66@gmail.com,SSD 1TB,Acessorios,2,1665.51,0.36,N/A,S P,entregue,3
PED-0316,CLI-8278,ana silva,ana.silva57@gmail.com,Webcam Logitech,Acessorios,7,1895.51,0.06,2023-03-31,GO,Pendente,2
PED-0317,CLI-5478,Carla  Mendes,carla..mendes60@gmail.com,Samsung TV 55,Informatica,5,2399.33,0.07,N/A,MG,cancelado,0
PED-0318,CLI-5917,BRUNO COSTA,bruno.costa16@gmail.com,SSD 1TB,Eletronicos,5,4181.2,0.2,2023-01-28,GO,ENTREGUE,4
PED-0319,CLI-5225,BRUNO COSTA,bruno.costa89@gmail.com,Notebook Dell,Eletronicos,5,2490.6,0.34,07-05-2024,Rio,entregue,1
PED-0320,,Elisa Ferreira,elisa.ferreira68@gmail.com,Samsung TV 55,Acessorios,8,4397.67,0.31,05-03-2024,BA,ENTREGUE,3
PED-0321,CLI-6761,Ana Silva,ana.silva18@gmail.com,Monitor LG 24,Acessorios,6,4142.77,0.14,2024-01-07,sp,Pendente,2
PED-0322,CLI-2867,Bruno Costa,bruno.costa15@gmail.com,Fone JBL,Informatica,9,1144.51,0.12,22-06-2024,sp,pendente,6
PED-0323,CLI-4712,Diego Souza,diego.souza17@gmail.com,Tablet Samsung,TV e Video,6,902.43,0.01,12-05-2023,RJ,Entregue,N/A
PED-0324,CLI-1168,Bruno Costa,bruno.costa78@gmail.com,Notebook Dell,Informatica,2,212.32,0.01,2023-09-17,MG,pendente,5
PED-0325,CLI-1229,Diego Souza,diego.souza37@gmail.com,Tablet Samsung,Acessorios,6,844.76,0.37,2023-03-11,SP,Entregue,6
PED-0326,CLI-4728,Fabio Lima,fabio.lima16@gmail.com,Teclado Mecanico,TV e Video,3,2226.35,0.28,24/01/2024,sp,pendente,1
PED-0327,CLI-5761,ana silva,ana.silva25@gmail.com,iPhone 14,Acessorios,8,622.83,0.07,2024-03-30,sp,pendente,6
PED-0328,CLI-3764,Diego Souza,diego.souza44@gmail.com,iPhone 14,Mobile,8,2637.18,0.09,15-04-2023,GO,Entregue,6
PED-0329,CLI-7626,Carla  Mendes,carla..mendes36@gmail.com,Mouse Logitech,TV e Video,10,1401.22,0.2,02-05-2024,RJ,Cancelado,3
PED-0330,CLI-2578,Carla  Mendes,carla..mendes99@gmail.com,Notebook Dell,Eletronicos,1,-4160.05,0.2,2023-12-01,PR,devolvido,
PED-0331,CLI-7165,Ana Silva,ana.silva05@gmail.com,Monitor LG 24,TV e Video,1,,0.2,02/05/2023,PR,ENTREGUE,N/A
PED-0332,CLI-9301,Elisa Ferreira,elisa.ferreira64@gmail.com,SSD 1TB,Eletronicos,10,3391.37,0.31,02-05-2024,Sao Paulo,pendente,1
PED-0333,CLI-6654,ana silva,ana.silva45gmail.com,Notebook Dell,TV e Video,1,684.58,0.24,16/12/2023,BA,Cancelado,2
PED-0334,CLI-7900,BRUNO COSTA,bruno.costa76gmail.com,Mouse Logitech,Eletronicos,6,-890.41,0.13,08-03-2024,S P,Pendente,6
PED-0335,CLI-4305,Bruno Costa,bruno.costa69@gmail.com,iPhone 14,Informatica,6,2508.82,0.32,03/11/2023,PR,Pendente,2
PED-0336,CLI-2256,Elisa Ferreira,elisa.ferreira65@gmail.com,Tablet Samsung,Eletronicos,10,,0.08,01/05/2024,rj,pendente,0
PED-0337,CLI-8656,Carla  Mendes,carla..mendes79@gmail.com,SSD 1TB,TV e Video,3,4410.44,0.21,2024-05-26,S P,entregue,3
PED-0338,CLI-5702,Elisa Ferreira,elisa.ferreira88@gmail.com,Fone JBL,Informatica,5,4228.4,0.08,28/07/2023,RJ,ENTREGUE,5
PED-0339,CLI-5551,Carla Mendes,carla.mendes83@gmail.com,SSD 1TB,Mobile,9,4956.9,0.02,N/A,sp,entregue,
PED-0340,CLI-3302, Diego Souza,diego.souza95@gmail.com,Tablet Samsung,Acessorios,2,4507.85,0.2,03/04/2023,Sao Paulo,Cancelado,2
PED-0341,CLI-4507,BRUNO COSTA,bruno.costa53@gmail.com,Teclado Mecanico,Acessorios,10,3699.32,0.28,2023-08-12,sp,pendente,0
PED-0342,CLI-1570,Ana Silva,ana.silva89@gmail.com,Webcam Logitech,Mobile,4,4818.41,0.12,N/A,PR,Pendente,
PED-0343,CLI-4857,Carla Mendes,carla.mendes57@gmail.com,iPhone 14,TV e Video,4,4295.35,0.32,19/09/2023,Sao Paulo,Pendente,2
PED-0344,CLI-9295,ana silva,ana.silva78@gmail.com,SSD 1TB,Mobile,7,4636.16,0.28,2023-04-13,RS,devolvido,3
PED-0345,CLI-3131,ana silva,ana.silva41@gmail.com,SSD 1TB,Informatica,1,2033.28,0.07,2023-06-11,MG,Cancelado,
PED-0346,CLI-4747,BRUNO COSTA,bruno.costa26@gmail.com,Mouse Logitech,Informatica,2,2101.76,0.25,2023-08-18,SP,Pendente,3
PED-0347,CLI-4677,Diego Souza,diego.souza35@gmail.com,iPhone 14,Acessorios,3,4738.86,0.34,09-04-2024,MG,Pendente,5
PED-0348,CLI-8506,BRUNO COSTA,bruno.costa18@gmail.com,Fone JBL,Mobile,3,2072.19,0.29,2024-04-06,GO,cancelado,5
PED-0349,CLI-7241,ana silva,ana.silva86@gmail.com,iPhone 14,Eletronicos,9,340.82,0.23,2023-02-16,rj,entregue,0
PED-0350,CLI-3095,Elisa Ferreira,elisa.ferreira96@gmail.com,SSD 1TB,Acessorios,8,703.0,0.21,N/A,PR,Cancelado,3
PED-0351,,Elisa Ferreira,elisa.ferreira21@gmail.com,Teclado Mecanico,Mobile,3,2800.59,0.18,2023-07-13,sp,entregue,0
PED-0352,CLI-3757,Elisa Ferreira,elisa.ferreira73@gmail.com,SSD 1TB,Mobile,8,606.83,0.21,28/07/2023,S P,entregue,N/A
PED-0353,CLI-2737,Carla Mendes,carla.mendes04@gmail.com,iPhone 14,Informatica,8,-3400.7,0.18,05/05/2023,Sao Paulo,devolvido,1
PED-0354,CLI-5635,Ana Silva,ana.silva96gmail.com,Teclado Mecanico,Eletronicos,10,4756.94,0.16,2023-05-13,GO,Entregue,N/A
PED-0355,CLI-8083,Elisa Ferreira,elisa.ferreira88@gmail.com,iPhone 14,Eletronicos,4,856.56,0.21,2023-06-07,RJ,pendente,N/A
PED-0356,,Fabio Lima,fabio.lima60@gmail.com,SSD 1TB,Acessorios,10,3021.69,0.37,10/07/2023,Rio,ENTREGUE,0
PED-0357,CLI-5073,Elisa Ferreira,elisa.ferreira73gmail.com,iPhone 14,Acessorios,8,2214.91,0.2,11-05-2023,SP,Entregue,6
PED-0358,,ana silva,ana.silva91@gmail.com,Tablet Samsung,Acessorios,6,1311.56,0.25,2024-04-18,sp,devolvido,3
PED-0359,CLI-1217,BRUNO COSTA,bruno.costa59@gmail.com,Fone JBL,Informatica,2,3747.8,0.12,2023-01-19,Rio,devolvido,
PED-0360,CLI-1439,Carla Mendes,carla.mendes84@gmail.com,Webcam Logitech,Acessorios,2,,0.03,17-01-2023,rj,cancelado,3
PED-0361,CLI-8364,Diego Souza,diego.souza38@gmail.com,SSD 1TB,Mobile,1,626.47,0.0,N/A,SP,pendente,N/A
PED-0362,CLI-8993,Ana Silva,ana.silva68gmail.com,Webcam Logitech,Mobile,10,2999.41,0.11,12-05-2024,rj,Entregue,6
PED-0363,CLI-6633,Carla  Mendes,carla..mendes29@gmail.com,iPhone 14,Mobile,,4697.87,0.05,22-10-2023,S P,devolvido,N/A
