id_pedido,cliente_id,nome_cliente,email,produto,categoria,quantidade,preco_unitario,desconto,data_pedido,estado,status,avaliacao
PED-0196,CLI-2194,Fabio Lima,fabio.lima68@gmail.com,Samsung TV 55,Acessorios,10,301.73,0.17,2024-05-17,RJ,ENTREGUE,2.0
PED-0197,CLI-1144,Fabio Lima,fabio.lima58@gmail.com,Teclado Mecanico,Informatica,4,3333.51,0.38,2024-06-27,SP,CANCELADO,0.0
PED-0198,CLI-8300,Elisa Ferreira,elisa.ferreira84@gmail.com,Webcam Logitech,Eletronicos,7,1320.12,0.39,2024-01-19,RJ,ENTREGUE,0.0
PED-0199,CLI-8130,Bruno Costa,,Notebook Dell,Eletronicos,4,3368.16,0.02,2023-04-17,RJ,PENDENTE,3.0
PED-0200,CLI-7381,Carla  Mendes,carla..mendes01@gmail.com,Mouse Logitech,TV e Video,2,2896.06,0.28,2024-02-19,RJ,ENTREGUE,0.0
PED-0201,CLI-4602,Ana Silva,ana.silva70@gmail.com,iPhone 14,Acessorios,5,3052.5,,2023-01-02,PR,PENDENTE,3.0
PED-0202,CLI-6633,Carla  Mendes,carla..mendes19@gmail.com,iPhone 14,Eletronicos,1,2884.96,0.05,2023-04-08,PR,CANCELADO,1.0
PED-0203,CLI-4842, Diego Souza,diego.souza09@gmail.com,Monitor LG 24,Mobile,9,412.07,0.25,2024-05-13,SP,PENDENTE,3.0
PED-0204,CLI-8145,Fabio Lima,fabio.lima18@gmail.com,Tablet Samsung,TV e Video,6,4048.11,0.18,2023-08-15,SP,DEVOLVIDO,6.0
PED-0205,CLI-2252,Ana Silva,ana.silva65@gmail.com,Monitor LG 24,Eletronicos,3,3245.48,0.31,2023-07-21,SP,PENDENTE,1.0
PED-0206,CLI-5767,Carla  Mendes,carla..mendes66@gmail.com,Monitor LG 24,Acessorios,9,4475.23,0.34,2024-02-06,SP,CANCELADO,3.0
PED-0207,CLI-N/I,Bruno Costa,bruno.costa30gmail.com,Monitor LG 24,Informatica,8,838.15,0.21,2023-05-30,SP,CANCELADO,0.0
PED-0208,CLI-9918,Ana Silva,ana.silva84@gmail.com,SSD 1TB,Mobile,1,247.53,0.15,2023-08-10,RJ,CANCELADO,0.0
PED-0209,CLI-2263,Elisa Ferreira,elisa.ferreira28@gmail.com,Webcam Logitech,Acessorios,6,2459.96,0.26,2023-05-23,SP,ENTREGUE,0.0
PED-0210,CLI-3639,Carla  Mendes,carla..mendes06@gmail.com,iPhone 14,Mobile,8,2421.15,0.37,2023-09-07,MG,CANCELADO,0.0
PED-0211,CLI-8723,Carla Mendes,carla.mendes29@gmail.com,Tablet Samsung,TV e Video,1,4398.62,0.25,2023-10-08,SP,ENTREGUE,3.0
PED-0212,CLI-9263,Carla Mendes,carla.mendes78@gmail.com,Teclado Mecanico,Mobile,10,2973.45,0.35,2023-07-27,SP,ENTREGUE,2.0
PED-0213,CLI-1711,Ana Silva,ana.silva30@gmail.com,iPhone 14,Mobile,3,4514.82,0.24,2024-03-17,GO,PENDENTE,2.0
PED-0214,CLI-1116,Bruno Costa,bruno.costa67gmail.com,Webcam Logitech,Informatica,5,2411.85,0.16,2024-02-23,RJ,PENDENTE,0.0
PED-0215,CLI-8904,Carla  Mendes,carla..mendes72@gmail.com,Tablet Samsung,Acessorios,5,4282.14,0.31,2024-02-11,SP,PENDENTE,3.0
PED-0216,CLI-1852,Ana Silva,ana.silva12@gmail.com,iPhone 14,Informatica,8,3926.39,0.04,2023-12-13,SP,PENDENTE,0.0
PED-0217,CLI-1941,Carla Mendes,,iPhone 14,TV e Video,1,3636.25,0.08,2023-10-21,SP,CANCELADO,0.0
PED-0219,CLI-1076,Ana Silva,ana.silva65@gmail.com,Monitor LG 24,Acessorios,9,4579.29,0.38,2023-07-19,PR,PENDENTE,5.0
PED-0220,CLI-1448,Elisa Ferreira,elisa.ferreira09@gmail.com,Monitor LG 24,TV e Video,5,3486.25,0.32,2023-12-14,BA,CANCELADO,0.0
PED-0221,CLI-3924,Fabio Lima,fabio.lima28@gmail.com,Monitor LG 24,TV e Video,1,3519.05,0.2,2023-12-17,RJ,CANCELADO,4.0
PED-0222,CLI-9071,Carla  Mendes,carla..mendes06@gmail.com,Mouse Logitech,Informatica,4,1053.69,0.36,2023-04-20,RS,DEVOLVIDO,5.0
PED-0224,CLI-6621,Bruno Costa,bruno.costa55@gmail.com,Tablet Samsung,Eletronicos,6,1839.93,0.34,2023-03-10,RS,PENDENTE,3.0
PED-0225,CLI-3450,Ana Silva,ana.silva23@gmail.com,Tablet Samsung,Informatica,10,3445.76,0.31,2024-03-18,SP,PENDENTE,0.0
PED-0226,CLI-5256,Carla  Mendes,carla..mendes72@gmail.com,Tablet Samsung,Eletronicos,7,539.93,0.05,2023-09-04,SP,PENDENTE,4.0
PED-0227,CLI-2284,Elisa Ferreira,elisa.ferreira60@gmail.com,Tablet Samsung,TV e Video,9,913.97,0.17,2024-05-14,MG,PENDENTE,0.0
PED-0228,CLI-6950,Carla  Mendes,carla..mendes58@gmail.com,iPhone 14,Eletronicos,3,1750.95,0.29,2024-09-02,SP,ENTREGUE,2.0
PED-0230,CLI-9856,Carla  Mendes,carla..mendes57@gmail.com,SSD 1TB,Informatica,3,2657.37,0.24,2023-11-30,RJ,ENTREGUE,0.0
PED-0231,CLI-3551,Ana Silva,ana.silva67@gmail.com,Monitor LG 24,TV e Video,5,4549.17,,2023-12-11,RS,CANCELADO,6.0
PED-0232,CLI-8161,Carla Mendes,carla.mendes92@gmail.com,Mouse Logitech,Eletronicos,7,3999.93,0.11,2023-07-13,GO,CANCELADO,4.0
PED-0233,CLI-2808, Diego Souza,diego.souza58@gmail.com,Monitor LG 24,TV e Video,5,1459.15,,2023-03-12,BA,PENDENTE,3.0
PED-0234,CLI-7885,Bruno Costa,bruno.costa48@gmail.com,iPhone 14,Acessorios,5,668.94,0.34,2023-01-16,RS,ENTREGUE,1.0
PED-0235,CLI-5078,Bruno Costa,,Mouse Logitech,Mobile,2,2738.8,0.21,2024-01-26,SP,ENTREGUE,6.0
PED-0236,CLI-5895,Ana Silva,ana.silva86@gmail.com,Webcam Logitech,Acessorios,6,835.13,0.13,2023-06-05,SP,PENDENTE,5.0
PED-0238,CLI-7189,Carla Mendes,carla.mendes33@gmail.com,iPhone 14,Informatica,8,1201.74,0.22,2024-03-25,SP,CANCELADO,3.0
PED-0239,CLI-8362,Elisa Ferreira,,Monitor LG 24,Acessorios,6,3675.39,0.29,2023-06-14,SP,PENDENTE,0.0
PED-0240,CLI-3525,Fabio Lima,fabio.lima53@gmail.com,Tablet Samsung,Informatica,6,3618.97,0.02,2024-06-20,RJ,ENTREGUE,3.0
PED-0241,CLI-N/I,Diego Souza,,Notebook Dell,Informatica,2,2452.58,0.37,2024-05-16,BA,DEVOLVIDO,6.0
PED-0242,CLI-1666,Elisa Ferreira,elisa.ferreira10@gmail.com,Notebook Dell,Acessorios,9,3730.21,0.29,2023-01-03,RJ,ENTREGUE,4.0
PED-0243,CLI-8515,Ana Silva,ana.silva14@gmail.com,Fone JBL,TV e Video,4,2871.64,0.26,2023-04-19,GO,PENDENTE,6.0
PED-0244,CLI-4943,Diego Souza,diego.souza49@gmail.com,Teclado Mecanico,Acessorios,9,4957.74,0.38,2024-03-16,PR,PENDENTE,0.0
PED-0245,CLI-N/I,Elisa Ferreira,elisa.ferreira71@gmail.com,Notebook Dell,Eletronicos,5,2999.03,0.04,2023-11-04,SP,ENTREGUE,3.0
PED-0246,CLI-2264,Bruno Costa,bruno.costa23@gmail.com,Samsung TV 55,Acessorios,6,4453.65,0.24,2024-02-14,RJ,ENTREGUE,0.0
PED-0247,CLI-1187,Ana Silva,,iPhone 14,Eletronicos,6,1772.25,0.13,2023-08-21,RJ,ENTREGUE,3.0
PED-0248,CLI-2352,Ana Silva,ana.silva71@gmail.com,Notebook Dell,Mobile,8,3776.56,0.31,2024-02-08,RJ,PENDENTE,3.0
PED-0249,CLI-5362,Fabio Lima,fabio.lima88@gmail.com,SSD 1TB,TV e Video,4,2464.91,0.17,2024-06-20,SP,PENDENTE,0.0
PED-0250,CLI-1735,Diego Souza,diego.souza26@gmail.com,Teclado Mecanico,TV e Video,1,3859.92,0.04,2024-03-28,RJ,ENTREGUE,3.0
PED-0252,CLI-2091,Elisa Ferreira,elisa.ferreira85@gmail.com,Notebook Dell,Acessorios,3,347.54,0.12,2024-04-21,RJ,ENTREGUE,0.0
PED-0253,CLI-9202,Carla  Mendes,carla..mendes92gmail.com,Fone JBL,Mobile,9,4884.23,0.13,2024-06-28,RJ,CANCELADO,3.0
PED-0254,CLI-7343,Ana Silva,ana.silva72@gmail.com,Notebook Dell,Acessorios,6,1809.12,0.26,2023-10-10,RS,PENDENTE,0.0
PED-0255,CLI-4387, Diego Souza,diego.souza70@gmail.com,Monitor LG 24,TV e Video,4,2115.8,0.28,2023-04-12,MG,CANCELADO,3.0
PED-0256,CLI-3384,Fabio Lima,fabio.lima53@gmail.com,Webcam Logitech,Informatica,10,4589.7,0.06,2023-05-02,RJ,CANCELADO,3.0
PED-0257,CLI-2302,Bruno Costa,bruno.costa18@gmail.com,Samsung TV 55,Eletronicos,10,3103.89,0.07,,RJ,PENDENTE,6.0
PED-0258,CLI-4323,Bruno Costa,bruno.costa23@gmail.com,Samsung TV 55,Informatica,4,1170.05,0.28,2024-02-27,SP,DEVOLVIDO,4.0
PED-0259,CLI-1630,Bruno Costa,,Webcam Logitech,Mobile,1,3059.25,,2024-06-21,BA,PENDENTE,1.0
PED-0260,CLI-1893,Carla Mendes,carla.mendes60@gmail.com,Fone JBL,Acessorios,8,2020.3,0.07,2024-08-03,RJ,ENTREGUE,0.0
PED-0262,CLI-3930,Ana Silva,ana.silva54@gmail.com,Monitor LG 24,TV e Video,3,1924.46,0.25,2023-06-03,SP,CANCELADO,3.0
PED-0264,CLI-1803,Carla Mendes,carla.mendes21@gmail.com,Fone JBL,Eletronicos,3,783.87,0.39,2023-02-11,RJ,ENTREGUE,0.0
PED-0265,CLI-2999,Elisa Ferreira,elisa.ferreira43@gmail.com,Notebook Dell,Eletronicos,5,1647.97,0.24,2023-08-03,RJ,CANCELADO,0.0
PED-0266,CLI-6797, Diego Souza,diego.souza73@gmail.com,iPhone 14,Mobile,10,4672.76,0.32,2023-11-21,SP,DEVOLVIDO,4.0
PED-0267,CLI-N/I,Fabio Lima,fabio.lima72@gmail.com,Mouse Logitech,Informatica,1,635.13,0.28,2023-01-08,SP,CANCELADO,2.0
PED-0268,CLI-1477,Diego Souza,diego.souza43@gmail.com,Mouse Logitech,Acessorios,9,2772.47,0.32,2024-10-02,SP,DEVOLVIDO,6.0
PED-0269,CLI-6169,Ana Silva,ana.silva27@gmail.com,Samsung TV 55,Mobile,9,4484.85,0.39,2023-02-27,RS,ENTREGUE,1.0
PED-0270,CLI-1518,Bruno Costa,bruno.costa64@gmail.com,Teclado Mecanico,Mobile,9,4219.91,0.21,2023-12-11,PR,CANCELADO,0.0
PED-0272,CLI-N/I,Elisa Ferreira,elisa.ferreira82@gmail.com,iPhone 14,Eletronicos,5,4665.07,0.11,2024-04-23,BA,CANCELADO,6.0
PED-0273,CLI-6218,Elisa Ferreira,elisa.ferreira74@gmail.com,iPhone 14,Acessorios,3,829.61,0.22,2023-04-15,SP,PENDENTE,1.0
PED-0274,CLI-6444,Carla  Mendes,carla..mendes11@gmail.com,SSD 1TB,Eletronicos,2,1948.82,0.04,2024-01-04,SP,ENTREGUE,6.0
PED-0275,CLI-5227,Ana Silva,ana.silva24@gmail.com,iPhone 14,Mobile,5,3438.17,0.2,2023-08-18,RS,DEVOLVIDO,2.0
PED-0276,CLI-2752,Bruno Costa,bruno.costa39@gmail.com,Teclado Mecanico,Mobile,8,4236.54,0.25,2024-06-04,GO,CANCELADO,6.0
PED-0277,CLI-3835,Bruno Costa,bruno.costa95@gmail.com,Webcam Logitech,Eletronicos,6,1080.78,0.24,2023-12-17,SP,ENTREGUE,0.0
PED-0278,CLI-2007,Carla Mendes,carla.mendes75@gmail.com,iPhone 14,Mobile,3,1574.78,0.26,2024-01-24,SP,ENTREGUE,5.0
PED-0279,CLI-6640, Diego Souza,diego.souza02@gmail.com,Webcam Logitech,TV e Video,10,2263.44,0.02,2023-08-11,MG,CANCELADO,1.0
PED-0280,CLI-7271,Ana Silva,ana.silva70@gmail.com,Notebook Dell,TV e Video,6,593.01,0.22,2024-08-02,MG,CANCELADO,0.0
PED-0281,CLI-8974,Carla Mendes,carla.mendes11@gmail.com,Webcam Logitech,Informatica,5,4987.41,0.25,2023-01-17,SP,PENDENTE,0.0
PED-0282,CLI-7731, Diego Souza,,Monitor LG 24,Mobile,7,1808.77,0.05,2023-08-31,SP,PENDENTE,2.0
PED-0283,CLI-2279,Carla  Mendes,carla..mendes75@gmail.com,Samsung TV 55,TV e Video,5,2351.43,0.19,2024-04-28,RS,ENTREGUE,6.0
PED-0284,CLI-5267,Bruno Costa,bruno.costa75@gmail.com,Tablet Samsung,Acessorios,7,1796.93,0.11,2023-08-11,PR,ENTREGUE,0.0
PED-0286,CLI-3740,Fabio Lima,fabio.lima07@gmail.com,iPhone 14,Informatica,10,4673.01,0.07,2024-01-28,RJ,ENTREGUE,5.0
PED-0287,CLI-8353,Fabio Lima,,SSD 1TB,TV e Video,4,1930.01,0.38,2024-03-21,RJ,PENDENTE,5.0
PED-0288,CLI-4193,Carla Mendes,carla.mendes41@gmail.com,Teclado Mecanico,Acessorios,5,4021.47,0.16,2023-05-09,RJ,ENTREGUE,6.0
PED-0290,CLI-6298,Bruno Costa,bruno.costa36@gmail.com,iPhone 14,Informatica,5,1508.11,0.1,2023-11-10,RS,ENTREGUE,3.0
PED-0291,CLI-8065,Bruno Costa,bruno.costa57@gmail.com,SSD 1TB,Eletronicos,8,4898.14,0.23,2023-04-22,RJ,ENTREGUE,6.0
PED-0293,CLI-7563,Bruno Costa,bruno.costa47@gmail.com,Monitor LG 24,Informatica,1,1952.9,0.3,2024-03-01,RJ,DEVOLVIDO,4.0
PED-0294,CLI-8970,Bruno Costa,,Samsung TV 55,TV e Video,1,4839.19,0.2,2023-04-20,SP,CANCELADO,0.0
PED-0297,CLI-3250,Diego Souza,diego.souza98gmail.com,iPhone 14,Informatica,7,1719.85,0.11,2023-04-05,RJ,ENTREGUE,3.0
PED-0298,CLI-8978,Ana Silva,ana.silva23@gmail.com,Teclado Mecanico,TV e Video,3,2221.37,0.17,,SP,CANCELADO,6.0
PED-0299,CLI-9190,Bruno Costa,bruno.costa81@gmail.com,Samsung TV 55,Informatica,3,3217.14,0.22,2023-08-02,GO,ENTREGUE,0.0
PED-0300,CLI-2846,Bruno Costa,bruno.costa64@gmail.com,iPhone 14,TV e Video,6,4320.52,0.26,2023-02-08,SP,ENTREGUE,0.0
PED-0301,CLI-8947,Bruno Costa,bruno.costa31@gmail.com,Mouse Logitech,Acessorios,10,4035.51,0.08,2023-06-30,RS,PENDENTE,0.0
PED-0302,CLI-8936,Ana Silva,ana.silva19@gmail.com,Fone JBL,Eletronicos,6,1177.52,0.15,2023-08-14,MG,PENDENTE,4.0
PED-0304,CLI-8014,Diego Souza,diego.souza32@gmail.com,Tablet Samsung,TV e Video,4,478.05,0.37,2024-04-29,SP,ENTREGUE,0.0
PED-0305,CLI-2361,Ana Silva,ana.silva89@gmail.com,Notebook Dell,Eletronicos,8,3680.71,0.12,2023-11-04,MG,PENDENTE,2.0
PED-0306,CLI-7641,Fabio Lima,fabio.lima81@gmail.com,Notebook Dell,Mobile,5,850.92,0.15,2024-10-04,SP,ENTREGUE,0.0
PED-0307,CLI-6500,Ana Silva,ana.silva66@gmail.com,Notebook Dell,Acessorios,7,3776.8,0.15,2023-01-08,SP,ENTREGUE,1.0
PED-0308,CLI-2860, Diego Souza,diego.souza90@gmail.com,Teclado Mecanico,Acessorios,3,3258.45,0.14,2023-05-22,BA,PENDENTE,0.0
PED-0309,CLI-9730,Bruno Costa,bruno.costa80@gmail.com,Mouse Logitech,Eletronicos,2,1895.43,0.08,2024-04-26,RJ,ENTREGUE,2.0
PED-0310,CLI-4346,Ana Silva,ana.silva38@gmail.com,iPhone 14,Mobile,3,1477.44,0.14,2023-01-06,MG,DEVOLVIDO,1.0
PED-0311,CLI-6346,Carla  Mendes,carla..mendes71@gmail.com,Mouse Logitech,Informatica,2,159.08,0.07,2023-10-12,MG,CANCELADO,6.0
PED-0312,CLI-3986,Carla Mendes,,Teclado Mecanico,Acessorios,1,784.27,0.18,2023-06-14,RS,ENTREGUE,4.0
PED-0313,CLI-1408,Bruno Costa,bruno.costa99@gmail.com,Monitor LG 24,Eletronicos,6,4891.21,0.0,2024-06-30,RS,ENTREGUE,0.0
PED-0314,CLI-8243,Bruno Costa,,Teclado Mecanico,Acessorios,8,4485.09,0.12,2023-05-31,SP,ENTREGUE,4.0
PED-0315,CLI-9821,Bruno Costa,bruno.costa66@gmail.com,SSD 1TB,Acessorios,2,1665.51,0.36,,SP,ENTREGUE,3.0
PED-0316,CLI-8278,Ana Silva,ana.silva57@gmail.com,Webcam Logitech,Acessorios,7,1895.51,0.06,2023-03-31,GO,PENDENTE,2.0
PED-0317,CLI-5478,Carla  Mendes,carla..mendes60@gmail.com,Samsung TV 55,Informatica,5,2399.33,0.07,,MG,CANCELADO,0.0
PED-0318,CLI-5917,Bruno Costa,bruno.costa16@gmail.com,SSD 1TB,Eletronicos,5,4181.2,0.2,2023-01-28,GO,ENTREGUE,4.0
PED-0319,CLI-5225,Bruno Costa,bruno.costa89@gmail.com,Notebook Dell,Eletronicos,5,2490.6,0.34,2024-07-05,RJ,ENTREGUE,1.0
PED-0320,CLI-N/I,Elisa Ferreira,elisa.ferreira68@gmail.com,Samsung TV 55,Acessorios,8,4397.67,0.31,2024-05-03,BA,ENTREGUE,3.0
PED-0321,CLI-6761,Ana Silva,ana.silva18@gmail.com,Monitor LG 24,Acessorios,6,4142.77,0.14,2024-01-07,SP,PENDENTE,2.0
PED-0322,CLI-2867,Bruno Costa,bruno.costa15@gmail.com,Fone JBL,Informatica,9,1144.51,0.12,2024-06-22,SP,PENDENTE,6.0
PED-0323,CLI-4712,Diego Souza,diego.souza17@gmail.com,Tablet Samsung,TV e Video,6,902.43,0.01,2023-12-05,RJ,ENTREGUE,0.0
PED-0324,CLI-1168,Bruno Costa,bruno.costa78@gmail.com,Notebook Dell,Informatica,2,212.32,0.01,2023-09-17,MG,PENDENTE,5.0
PED-0325,CLI-1229,Diego Souza,diego.souza37@gmail.com,Tablet Samsung,Acessorios,6,844.76,0.37,2023-03-11,SP,ENTREGUE,6.0
PED-0326,CLI-4728,Fabio Lima,fabio.lima16@gmail.com,Teclado Mecanico,TV e Video,3,2226.35,0.28,2024-01-24,SP,PENDENTE,1.0
PED-0327,CLI-5761,Ana Silva,ana.silva25@gmail.com,iPhone 14,Acessorios,8,622.83,0.07,2024-03-30,SP,PENDENTE,6.0
PED-0328,CLI-3764,Diego Souza,diego.souza44@gmail.com,iPhone 14,Mobile,8,2637.18,0.09,2023-04-15,GO,ENTREGUE,6.0
PED-0329,CLI-7626,Carla  Mendes,carla..mendes36@gmail.com,Mouse Logitech,TV e Video,10,1401.22,0.2,2024-02-05,RJ,CANCELADO,3.0
PED-0330,CLI-2578,Carla  Mendes,carla..mendes99@gmail.com,Notebook Dell,Eletronicos,1,4160.05,0.2,2023-12-01,PR,DEVOLVIDO,0.0
PED-0332,CLI-9301,Elisa Ferreira,elisa.ferreira64@gmail.com,SSD 1TB,Eletronicos,10,3391.37,0.31,2024-02-05,SP,PENDENTE,1.0
PED-0333,CLI-6654,Ana Silva,ana.silva45gmail.com,Notebook Dell,TV e Video,1,684.58,0.24,2023-12-16,BA,CANCELADO,2.0
PED-0334,CLI-7900,Bruno Costa,bruno.costa76gmail.com,Mouse Logitech,Eletronicos,6,890.41,0.13,2024-08-03,SP,PENDENTE,6.0
PED-0335,CLI-4305,Bruno Costa,bruno.costa69@gmail.com,iPhone 14,Informatica,6,2508.82,0.32,2023-03-11,PR,PENDENTE,2.0
PED-0337,CLI-8656,Carla  Mendes,carla..mendes79@gmail.com,SSD 1TB,TV e Video,3,4410.44,0.21,2024-05-26,SP,ENTREGUE,3.0
PED-0338,CLI-5702,Elisa Ferreira,elisa.ferreira88@gmail.com,Fone JBL,Informatica,5,4228.4,0.08,2023-07-28,RJ,ENTREGUE,5.0
PED-0339,CLI-5551,Carla Mendes,carla.mendes83@gmail.com,SSD 1TB,Mobile,9,4956.9,0.02,,SP,ENTREGUE,0.0
PED-0340,CLI-3302, Diego Souza,diego.souza95@gmail.com,Tablet Samsung,Acessorios,2,4507.85,0.2,2023-03-04,SP,CANCELADO,2.0
PED-0341,CLI-4507,Bruno Costa,bruno.costa53@gmail.com,Teclado Mecanico,Acessorios,10,3699.32,0.28,2023-08-12,SP,PENDENTE,0.0
PED-0342,CLI-1570,Ana Silva,ana.silva89@gmail.com,Webcam Logitech,Mobile,4,4818.41,0.12,,PR,PENDENTE,0.0
PED-0343,CLI-4857,Carla Mendes,carla.mendes57@gmail.com,iPhone 14,TV e Video,4,4295.35,0.32,2023-09-19,SP,PENDENTE,2.0
PED-0344,CLI-9295,Ana Silva,ana.silva78@gmail.com,SSD 1TB,Mobile,7,4636.16,0.28,2023-04-13,RS,DEVOLVIDO,3.0
PED-0345,CLI-3131,Ana Silva,ana.silva41@gmail.com,SSD 1TB,Informatica,1,2033.28,0.07,2023-06-11,MG,CANCELADO,0.0
PED-0346,CLI-4747,Bruno Costa,bruno.costa26@gmail.com,Mouse Logitech,Informatica,2,2101.76,0.25,2023-08-18,SP,PENDENTE,3.0
PED-0347,CLI-4677,Diego Souza,diego.souza35@gmail.com,iPhone 14,Acessorios,3,4738.86,0.34,2024-09-04,MG,PENDENTE,5.0
PED-0348,CLI-8506,Bruno Costa,bruno.costa18@gmail.com,Fone JBL,Mobile,3,2072.19,0.29,2024-04-06,GO,CANCELADO,5.0
PED-0349,CLI-7241,Ana Silva,ana.silva86@gmail.com,iPhone 14,Eletronicos,9,340.82,0.23,2023-02-16,RJ,ENTREGUE,0.0
PED-0350,CLI-3095,Elisa Ferreira,elisa.ferreira96@gmail.com,SSD 1TB,Acessorios,8,703.0,0.21,,PR,CANCELADO,3.0
PED-0351,CLI-N/I,Elisa Ferreira,elisa.ferreira21@gmail.com,Teclado Mecanico,Mobile,3,2800.59,0.18,2023-07-13,SP,ENTREGUE,0.0
PED-0352,CLI-3757,Elisa Ferreira,elisa.ferreira73@gmail.com,SSD 1TB,Mobile,8,606.83,0.21,2023-07-28,SP,ENTREGUE,0.0
PED-0353,CLI-2737,Carla Mendes,carla.mendes04@gmail.com,iPhone 14,Informatica,8,3400.7,0.18,2023-05-05,SP,DEVOLVIDO,1.0
PED-0354,CLI-5635,Ana Silva,ana.silva96gmail.com,Teclado Mecanico,Eletronicos,10,4756.94,0.16,2023-05-13,GO,ENTREGUE,0.0
PED-0355,CLI-8083,Elisa Ferreira,elisa.ferreira88@gmail.com,iPhone 14,Eletronicos,4,856.56,0.21,2023-06-07,RJ,PENDENTE,0.0
PED-0356,CLI-N/I,Fabio Lima,fabio.lima60@gmail.com,SSD 1TB,Acessorios,10,3021.69,0.37,2023-10-07,RJ,ENTREGUE,0.0
PED-0357,CLI-5073,Elisa Ferreira,elisa.ferreira73gmail.com,iPhone 14,Acessorios,8,2214.91,0.2,2023-11-05,SP,ENTREGUE,6.0
PED-0358,CLI-N/I,Ana Silva,ana.silva91@gmail.com,Tablet Samsung,Acessorios,6,1311.56,0.25,2024-04-18,SP,DEVOLVIDO,3.0
PED-0359,CLI-1217,Bruno Costa,bruno.costa59@gmail.com,Fone JBL,Informatica,2,3747.8,0.12,2023-01-19,RJ,DEVOLVIDO,0.0
PED-0361,CLI-8364,Diego Souza,diego.souza38@gmail.com,SSD 1TB,Mobile,1,626.47,0.0,,SP,PENDENTE,0.0
PED-0362,CLI-8993,Ana Silva,ana.silva68gmail.com,Webcam Logitech,Mobile,10,2999.41,0.11,2024-12-05,RJ,ENTREGUE,6.0
PED-0364,CLI-3839, Diego Souza,diego.souza63@gmail.com,Webcam Logitech,Acessorios,8,4008.79,0.09,2023-03-30,SP,CANCELADO,1.0
PED-0365,CLI-4714,Diego Souza,diego.souza63@gmail.com,Teclado Mecanico,Acessorios,6,3400.79,0.31,2023-07-03,RS,ENTREGUE,3.0
PED-0366,CLI-2669,Ana Silva,ana.silva65@gmail.com,Monitor LG 24,TV e Video,2,3546.7,0.06,2023-04-24,BA,PENDENTE,6.0
PED-0367,CLI-1107,Bruno Costa,bruno.costa44@gmail.com,Monitor LG 24,Mobile,2,813.76,0.29,2023-07-26,PR,PENDENTE,4.0
PED-0368,CLI-6927,Bruno Costa,bruno.costa19@gmail.com,Samsung TV 55,TV e Video,7,3946.72,0.03,2024-04-14,RJ,ENTREGUE,3.0
PED-0369,CLI-9516,Ana Silva,ana.silva52@gmail.com,Webcam Logitech,Eletronicos,7,3808.0,,2023-01-03,PR,PENDENTE,0.0
PED-0370,CLI-7627,Elisa Ferreira,elisa.ferreira11gmail.com,Tablet Samsung,Informatica,7,2258.64,0.21,2024-03-28,RJ,ENTREGUE,4.0
PED-0372,CLI-5902, Diego Souza,diego.souza87@gmail.com,SSD 1TB,Acessorios,10,3697.45,0.04,2024-06-30,RJ,CANCELADO,4.0
PED-0373,CLI-8309,Carla  Mendes,carla..mendes52@gmail.com,Teclado Mecanico,Mobile,2,775.44,0.23,2024-03-11,GO,CANCELADO,6.0
PED-0374,CLI-4483,Ana Silva,ana.silva96@gmail.com,SSD 1TB,Mobile,3,764.51,0.04,2024-09-06,RJ,PENDENTE,5.0
PED-0375,CLI-N/I,Elisa Ferreira,elisa.ferreira37@gmail.com,Notebook Dell,TV e Video,3,632.82,0.05,2023-01-29,SP,ENTREGUE,1.0
PED-0376,CLI-8551,Bruno Costa,bruno.costa20@gmail.com,Webcam Logitech,Mobile,10,1583.02,0.15,2023-05-16,SP,PENDENTE,0.0
PED-0377,CLI-2395, Diego Souza,diego.souza70@gmail.com,Monitor LG 24,Eletronicos,8,3692.77,0.3,2023-11-13,SP,CANCELADO,1.0
PED-0378,CLI-6249,Ana Silva,,iPhone 14,TV e Video,3,4813.76,0.17,2024-03-30,GO,ENTREGUE,0.0
PED-0379,CLI-7672,Ana Silva,ana.silva79@gmail.com,Webcam Logitech,Acessorios,2,617.49,0.12,2023-09-19,RJ,ENTREGUE,3.0
PED-0380,CLI-9264,Bruno Costa,bruno.costa35gmail.com,Webcam Logitech,Acessorios,5,1908.79,0.19,2023-08-31,GO,ENTREGUE,4.0
PED-0381,CLI-8306,Carla  Mendes,carla..mendes27@gmail.com,Notebook Dell,Acessorios,9,4819.2,0.31,2023-09-05,RJ,ENTREGUE,0.0
PED-0382,CLI-8900,Elisa Ferreira,elisa.ferreira88@gmail.com,Monitor LG 24,Mobile,1,54.96,0.23,2023-06-21,SP,CANCELADO,1.0
PED-0383,CLI-9270,Fabio Lima,fabio.lima88@gmail.com,Samsung TV 55,TV e Video,10,396.18,0.11,2023-10-14,RJ,DEVOLVIDO,0.0
PED-0384,CLI-1156,Ana Silva,ana.silva72@gmail.com,Teclado Mecanico,Informatica,8,4797.01,0.31,2023-03-01,GO,ENTREGUE,2.0
PED-0385,CLI-1138,Fabio Lima,fabio.lima25@gmail.com,Monitor LG 24,Eletronicos,8,3377.62,0.27,2024-02-01,SP,CANCELADO,4.0
PED-0386,CLI-N/I,Ana Silva,ana.silva15@gmail.com,iPhone 14,TV e Video,5,4051.65,0.22,2023-07-02,SP,ENTREGUE,3.0
PED-0387,CLI-4143,Ana Silva,ana.silva89@gmail.com,iPhone 14,TV e Video,3,3742.57,0.0,2024-06-19,SP,DEVOLVIDO,1.0
